ElectionDate,ElectionName,ContestNumber,ContestName,PrecinctNumber,WardNumber,Candidate,Party,Votes
6/2/2020 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,2,2,,NPN,0
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,2,2,,CITYWIDE,115
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,2,2,,DEM,108
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,2,2,,REP,6
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,2,2,,LIB,1
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,2,2,,STG,0
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,2,2,,NPN,0
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,2,2,Write-in,DEM,0
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,2,2,ELIZABETH WARREN,DEM,13
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,2,2,BERNIE SANDERS,DEM,19
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,2,2,TULSI GABBARD,DEM,0
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,2,2,JOSEPH R. BIDEN,DEM,74
6/2/2020 12:00:00 AM,Primary Election,15,REP REPUBLICAN PRESIDENTIAL PREFERENCE,2,2,DONALD J. TRUMP,REP,1
6/2/2020 12:00:00 AM,Primary Election,16,STG DC STATEHOOD GREEN PRESIDENTIAL PREFERENCE,2,2,Write-in,STG,0
6/2/2020 12:00:00 AM,Primary Election,17,DEM DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,2,2,ELEANOR HOLMES NORTON,DEM,94
6/2/2020 12:00:00 AM,Primary Election,17,DEM DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,2,2,Write-in,DEM,5
6/2/2020 12:00:00 AM,Primary Election,18,REP DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,2,2,Write-in,REP,2
6/2/2020 12:00:00 AM,Primary Election,19,LIB DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,2,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,19,LIB DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,2,2,FORD FISCHER,LIB,1
6/2/2020 12:00:00 AM,Primary Election,20,STG DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,2,2,Write-in,STG,0
6/2/2020 12:00:00 AM,Primary Election,20,STG DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,2,2,NATALE LINO STRACUZZI,STG,0
6/2/2020 12:00:00 AM,Primary Election,21,DEM AT-LARGE MEMBER OF THE COUNCIL,2,2,Write-in,DEM,4
6/2/2020 12:00:00 AM,Primary Election,21,DEM AT-LARGE MEMBER OF THE COUNCIL,2,2,ROBERT WHITE,DEM,84
6/2/2020 12:00:00 AM,Primary Election,22,REP AT-LARGE MEMBER OF THE COUNCIL,2,2,Write-in,REP,1
6/2/2020 12:00:00 AM,Primary Election,22,REP AT-LARGE MEMBER OF THE COUNCIL,2,2,MARYA PICKERING,REP,5
6/2/2020 12:00:00 AM,Primary Election,23,LIB AT-LARGE MEMBER OF THE COUNCIL,2,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,23,LIB AT-LARGE MEMBER OF THE COUNCIL,2,2,JOE BISHOP-HENCHMAN,LIB,1
6/2/2020 12:00:00 AM,Primary Election,24,STG AT-LARGE MEMBER OF THE COUNCIL,2,2,Write-in,STG,0
6/2/2020 12:00:00 AM,Primary Election,24,STG AT-LARGE MEMBER OF THE COUNCIL,2,2,ANN C. WILCOX,STG,0
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,2,2,JACK EVANS,DEM,7
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,2,2,PATRICK KENNEDY,DEM,31
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,2,2,KISHAN PUTTA,DEM,7
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,2,2,JORDAN GROSSMAN,DEM,24
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,2,2,DANIEL HERNANDEZ,DEM,0
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,2,2,BROOKE PINTO,DEM,24
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,2,2,YILIN (ELLEN) ZHANG,DEM,5
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,2,2,JOHN FANNING,DEM,5
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,2,2,Write-in,DEM,0
6/2/2020 12:00:00 AM,Primary Election,29,REP MEMBER OF THE COUNCIL WARD TWO,2,2,KATHERINE VENICE,REP,6
6/2/2020 12:00:00 AM,Primary Election,29,REP MEMBER OF THE COUNCIL WARD TWO,2,2,Write-in,REP,0
6/2/2020 12:00:00 AM,Primary Election,33,STG MEMBER OF THE COUNCIL WARD TWO,2,2,Write-in,STG,0
6/2/2020 12:00:00 AM,Primary Election,37,LIB MEMBER OF THE COUNCIL WARD TWO,2,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,41,DEM UNITED STATES SENATOR,2,2,Write-in,DEM,4
6/2/2020 12:00:00 AM,Primary Election,41,DEM UNITED STATES SENATOR,2,2,PAUL STRAUSS,DEM,80
6/2/2020 12:00:00 AM,Primary Election,42,REP UNITED STATES SENATOR,2,2,Write-in,REP,2
6/2/2020 12:00:00 AM,Primary Election,43,LIB UNITED STATES SENATOR,2,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,44,STG UNITED STATES SENATOR,2,2,Write-in,STG,0
6/2/2020 12:00:00 AM,Primary Election,44,STG UNITED STATES SENATOR,2,2,ELEANOR ORY (ECHO),STG,0
6/2/2020 12:00:00 AM,Primary Election,45,DEM UNITED STATES REPRESENTATIVE,2,2,Write-in,DEM,10
6/2/2020 12:00:00 AM,Primary Election,45,DEM UNITED STATES REPRESENTATIVE,2,2,"OYE ""TAXFREEDC"" OWOLEWA",DEM,70
6/2/2020 12:00:00 AM,Primary Election,46,REP UNITED STATES REPRESENTATIVE,2,2,Write-in,REP,1
6/2/2020 12:00:00 AM,Primary Election,47,LIB UNITED STATES REPRESENTATIVE,2,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,48,STG UNITED STATES REPRESENTATIVE,2,2,Write-in,STG,0
6/2/2020 12:00:00 AM,Primary Election,48,STG UNITED STATES REPRESENTATIVE,2,2,JOYCE (CHESTNUT) ROBINSON-PAUL,STG,0
6/2/2020 12:00:00 AM,Primary Election,49,REP NATIONAL COMMITTEEMAN,2,2,Write-in,REP,1
6/2/2020 12:00:00 AM,Primary Election,50,REP NATIONAL COMMITTEEWOMAN,2,2,ASHLEY CARTER MACLEAY,REP,4
6/2/2020 12:00:00 AM,Primary Election,51,REP CHAIR OF THE DC REPUBLICAN COMMITTEE WARD TWO,2,2,ROBERT A. SINNERS,REP,3
6/2/2020 12:00:00 AM,Primary Election,59,LIB CHAIR OF THE LIBERTARIAN PARTY OF THE DISTRICT OF CO,2,2,JOE BISHOP-HENCHMAN,LIB,1
6/2/2020 12:00:00 AM,Primary Election,59,LIB CHAIR OF THE LIBERTARIAN PARTY OF THE DISTRICT OF CO,2,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,60,LIB VICE CHAIR OF THE LIBERTARIAN PARTY OF THE DISTRICT,2,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,3,2,,CITYWIDE,2205
6/2/2020 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,3,2,,DEM,1820
6/2/2020 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,3,2,,REP,356
6/2/2020 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,3,2,,LIB,18
6/2/2020 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,3,2,,STG,11
6/2/2020 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,3,2,,NPN,0
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,3,2,,CITYWIDE,629
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,3,2,,DEM,577
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,3,2,,REP,51
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,3,2,,LIB,1
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,3,2,,STG,0
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,3,2,,NPN,0
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,3,2,Write-in,DEM,7
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,3,2,JOSEPH R. BIDEN,DEM,442
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,3,2,TULSI GABBARD,DEM,4
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,3,2,BERNIE SANDERS,DEM,53
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,3,2,ELIZABETH WARREN,DEM,66
6/2/2020 12:00:00 AM,Primary Election,15,REP REPUBLICAN PRESIDENTIAL PREFERENCE,3,2,DONALD J. TRUMP,REP,39
6/2/2020 12:00:00 AM,Primary Election,16,STG DC STATEHOOD GREEN PRESIDENTIAL PREFERENCE,3,2,Write-in,STG,0
6/2/2020 12:00:00 AM,Primary Election,17,DEM DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,3,2,ELEANOR HOLMES NORTON,DEM,521
6/2/2020 12:00:00 AM,Primary Election,17,DEM DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,3,2,Write-in,DEM,12
6/2/2020 12:00:00 AM,Primary Election,18,REP DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,3,2,Write-in,REP,13
6/2/2020 12:00:00 AM,Primary Election,19,LIB DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,3,2,FORD FISCHER,LIB,1
6/2/2020 12:00:00 AM,Primary Election,19,LIB DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,3,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,20,STG DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,3,2,NATALE LINO STRACUZZI,STG,0
6/2/2020 12:00:00 AM,Primary Election,20,STG DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,3,2,Write-in,STG,0
6/2/2020 12:00:00 AM,Primary Election,21,DEM AT-LARGE MEMBER OF THE COUNCIL,3,2,ROBERT WHITE,DEM,431
6/2/2020 12:00:00 AM,Primary Election,21,DEM AT-LARGE MEMBER OF THE COUNCIL,3,2,Write-in,DEM,5
6/2/2020 12:00:00 AM,Primary Election,22,REP AT-LARGE MEMBER OF THE COUNCIL,3,2,MARYA PICKERING,REP,38
6/2/2020 12:00:00 AM,Primary Election,22,REP AT-LARGE MEMBER OF THE COUNCIL,3,2,Write-in,REP,4
6/2/2020 12:00:00 AM,Primary Election,23,LIB AT-LARGE MEMBER OF THE COUNCIL,3,2,JOE BISHOP-HENCHMAN,LIB,1
6/2/2020 12:00:00 AM,Primary Election,23,LIB AT-LARGE MEMBER OF THE COUNCIL,3,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,24,STG AT-LARGE MEMBER OF THE COUNCIL,3,2,ANN C. WILCOX,STG,0
6/2/2020 12:00:00 AM,Primary Election,24,STG AT-LARGE MEMBER OF THE COUNCIL,3,2,Write-in,STG,0
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,3,2,JOHN FANNING,DEM,23
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,3,2,YILIN (ELLEN) ZHANG,DEM,23
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,3,2,BROOKE PINTO,DEM,150
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,3,2,DANIEL HERNANDEZ,DEM,2
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,3,2,JORDAN GROSSMAN,DEM,102
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,3,2,KISHAN PUTTA,DEM,59
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,3,2,PATRICK KENNEDY,DEM,178
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,3,2,JACK EVANS,DEM,18
6/2/2020 12:00:00 AM,Primary Election,25,DEM MEMBER OF THE COUNCIL WARD TWO,3,2,Write-in,DEM,1
6/2/2020 12:00:00 AM,Primary Election,29,REP MEMBER OF THE COUNCIL WARD TWO,3,2,KATHERINE VENICE,REP,34
6/2/2020 12:00:00 AM,Primary Election,29,REP MEMBER OF THE COUNCIL WARD TWO,3,2,Write-in,REP,6
6/2/2020 12:00:00 AM,Primary Election,33,STG MEMBER OF THE COUNCIL WARD TWO,3,2,Write-in,STG,0
6/2/2020 12:00:00 AM,Primary Election,37,LIB MEMBER OF THE COUNCIL WARD TWO,3,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,41,DEM UNITED STATES SENATOR,3,2,PAUL STRAUSS,DEM,408
6/2/2020 12:00:00 AM,Primary Election,41,DEM UNITED STATES SENATOR,3,2,Write-in,DEM,7
6/2/2020 12:00:00 AM,Primary Election,42,REP UNITED STATES SENATOR,3,2,Write-in,REP,10
6/2/2020 12:00:00 AM,Primary Election,43,LIB UNITED STATES SENATOR,3,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,44,STG UNITED STATES SENATOR,3,2,ELEANOR ORY (ECHO),STG,0
6/2/2020 12:00:00 AM,Primary Election,44,STG UNITED STATES SENATOR,3,2,Write-in,STG,0
6/2/2020 12:00:00 AM,Primary Election,45,DEM UNITED STATES REPRESENTATIVE,3,2,"OYE ""TAXFREEDC"" OWOLEWA",DEM,326
6/2/2020 12:00:00 AM,Primary Election,45,DEM UNITED STATES REPRESENTATIVE,3,2,Write-in,DEM,13
6/2/2020 12:00:00 AM,Primary Election,46,REP UNITED STATES REPRESENTATIVE,3,2,Write-in,REP,7
6/2/2020 12:00:00 AM,Primary Election,47,LIB UNITED STATES REPRESENTATIVE,3,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,48,STG UNITED STATES REPRESENTATIVE,3,2,JOYCE (CHESTNUT) ROBINSON-PAUL,STG,0
6/2/2020 12:00:00 AM,Primary Election,48,STG UNITED STATES REPRESENTATIVE,3,2,Write-in,STG,0
6/2/2020 12:00:00 AM,Primary Election,49,REP NATIONAL COMMITTEEMAN,3,2,Write-in,REP,15
6/2/2020 12:00:00 AM,Primary Election,50,REP NATIONAL COMMITTEEWOMAN,3,2,ASHLEY CARTER MACLEAY,REP,35
6/2/2020 12:00:00 AM,Primary Election,51,REP CHAIR OF THE DC REPUBLICAN COMMITTEE WARD TWO,3,2,ROBERT A. SINNERS,REP,38
6/2/2020 12:00:00 AM,Primary Election,59,LIB CHAIR OF THE LIBERTARIAN PARTY OF THE DISTRICT OF CO,3,2,JOE BISHOP-HENCHMAN,LIB,1
6/2/2020 12:00:00 AM,Primary Election,59,LIB CHAIR OF THE LIBERTARIAN PARTY OF THE DISTRICT OF CO,3,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,60,LIB VICE CHAIR OF THE LIBERTARIAN PARTY OF THE DISTRICT,3,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,4,2,,CITYWIDE,2633
6/2/2020 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,4,2,,DEM,2111
6/2/2020 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,4,2,,REP,496
6/2/2020 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,4,2,,LIB,17
6/2/2020 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,4,2,,STG,9
6/2/2020 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,4,2,,NPN,0
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,4,2,,CITYWIDE,793
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,4,2,,DEM,740
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,4,2,,REP,49
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,4,2,,LIB,2
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,4,2,,STG,2
6/2/2020 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,4,2,,NPN,0
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,4,2,Write-in,DEM,5
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,4,2,ELIZABETH WARREN,DEM,87
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,4,2,BERNIE SANDERS,DEM,73
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,4,2,TULSI GABBARD,DEM,6
6/2/2020 12:00:00 AM,Primary Election,14,DEM DEMOCRATIC PRESIDENTIAL PREFERENCE,4,2,JOSEPH R. BIDEN,DEM,562
6/2/2020 12:00:00 AM,Primary Election,15,REP REPUBLICAN PRESIDENTIAL PREFERENCE,4,2,DONALD J. TRUMP,REP,36
6/2/2020 12:00:00 AM,Primary Election,16,STG DC STATEHOOD GREEN PRESIDENTIAL PREFERENCE,4,2,Write-in,STG,1
6/2/2020 12:00:00 AM,Primary Election,17,DEM DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,4,2,ELEANOR HOLMES NORTON,DEM,654
6/2/2020 12:00:00 AM,Primary Election,17,DEM DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,4,2,Write-in,DEM,17
6/2/2020 12:00:00 AM,Primary Election,18,REP DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,4,2,Write-in,REP,12
6/2/2020 12:00:00 AM,Primary Election,19,LIB DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,4,2,Write-in,LIB,0
6/2/2020 12:00:00 AM,Primary Election,19,LIB DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,4,2,FORD FISCHER,LIB,2
6/2/2020 12:00:00 AM,Primary Election,20,STG DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,4,2,Write-in,STG,0
6/2/2020 12:00:00 AM,Primary Election,20,STG DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES,4,2,NATALE LINO STRACUZZI,STG,2
6/2/2020 12:00:00 AM,Primary Election,21,DEM AT-LARGE MEMBER OF THE COUNCIL,4,2,Write-in,DEM,13
6/2/2020 12:00:00 AM,Primary Election,21,DEM AT-LARGE MEMBER OF THE COUNCIL,4,2,ROBERT WHITE,DEM,569
